claim_id,policy_id,insured_id,vehicle_id,driver_id,provider_id,line_of_business,coverage,claim_type,channel,city,branch,vehicle_year,vehicle_age,claim_amount,estimated_damage_amount,paid_amount,claim_status,sum_insured,deductible,incidents_last_12_months,incidents_last_18_months,vehicle_incidents_last_18_months,driver_incidents_last_18_months,prior_rc_claims,days_since_policy_start,days_until_policy_end,days_between_occurrence_report,occurred_at,submitted_at,is_night_claim,documents_complete,missing_critical_document,documents_inconsistent,beneficiary_type,provider_observed_cases,provider_watchlist,accident_dynamics,unidentified_third_party,narrative_similarity_max,narrative_group,customer_segment,customer_tenure_months,customer_policies_count,customer_delinquent,customer_score_simulated,report_narrative,fraud_label,fraud_probability,ml_risk_score,model_version
CLM-00150,POL-12533,CUST-402,VEH-705,DRV-304,PROV-25,vehicles,Dano propio,collision,web,Loja,Sierra Centro,2003,23,18056,8455,0,Reserva,39610,761,4,5,3,1,0,25,382,7,2026-03-29T19:23:49.274870+00:00,2026-04-05T19:23:49.274870+00:00,1,0,1,0,Perito,9,1,volcadura,0,0.85,NARR-5,Preferente,12,1,0,546,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9885,99,sklearn-random-forest-v1
CLM-00151,POL-12550,CUST-403,VEH-706,DRV-300,PROV-20,vehicles,Dano propio,collision,broker,Quito,Costa,2002,24,5839,3828,0,Reserva,11287,316,4,6,4,1,0,28,159,3,2026-02-23T19:23:49.274870+00:00,2026-02-26T19:23:49.274870+00:00,0,1,0,1,Asegurado,7,0,posterior,0,0.75,NARR-0,Preferente,12,1,0,423,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9795,98,sklearn-random-forest-v1
CLM-00152,POL-12567,CUST-404,VEH-707,DRV-301,PROV-21,vehicles,Atencion medica,injury,callcenter,Cuenca,Costa,2008,18,20650,11330,0,Reserva,68776,512,4,4,3,4,1,18,77,7,2026-02-28T19:23:49.274870+00:00,2026-03-07T19:23:49.274870+00:00,1,1,0,0,Clinica,9,0,frontal,0,0.85,NARR-1,Preferente,8,1,0,428,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9811,98,sklearn-random-forest-v1
CLM-00153,POL-12584,CUST-1176,VEH-2808,DRV-1796,PROV-172,vehicles,Responsabilidad Civil,collision,broker,Quito,Norte,2018,8,15585,12433,12461,Pago Parcial,40561,977,0,2,1,1,0,719,305,3,2026-05-17T19:23:49.274870+00:00,2026-05-20T19:23:49.274870+00:00,0,1,0,0,Clinica,2,0,posterior,0,0.59,NARR-252,Preferente,33,4,0,840,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0143,1,sklearn-random-forest-v1
CLM-00154,POL-12601,CUST-406,VEH-700,DRV-303,PROV-23,vehicles,Atencion medica,injury,callcenter,Quito,Austro,2007,19,10843,5493,0,Reserva,17243,1029,5,5,3,3,0,44,257,6,2026-03-17T19:23:49.274870+00:00,2026-03-23T19:23:49.274870+00:00,0,1,0,1,Clinica,8,0,posterior,0,0.84,NARR-3,Pyme,18,2,1,474,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9552,96,sklearn-random-forest-v1
CLM-00155,POL-12618,CUST-400,VEH-701,DRV-304,PROV-24,vehicles,Choque,collision,broker,Ambato,Norte,1998,28,4629,2726,4059,Reserva,16005,1068,2,4,4,2,1,29,668,11,2026-04-24T19:23:49.274870+00:00,2026-05-05T19:23:49.274870+00:00,0,1,0,1,Taller,5,0,multiple,1,0.79,NARR-4,Retail,1,2,0,541,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.6465,65,sklearn-random-forest-v1
CLM-00156,POL-12635,CUST-1215,VEH-2895,DRV-1865,PROV-125,vehicles,Choque,collision,web,Cuenca,Costa,2020,6,8709,8435,4955,Pago Parcial,19584,294,1,1,1,0,1,448,161,0,2026-02-28T19:23:49.274870+00:00,2026-02-28T19:23:49.274870+00:00,0,1,0,0,Taller,0,0,normal,0,0.54,NARR-255,Preferente,29,5,0,694,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0162,2,sklearn-random-forest-v1
CLM-00157,POL-12652,CUST-1228,VEH-2924,DRV-1888,PROV-136,vehicles,Vidrios,glass,broker,Cuenca,Austro,2017,9,8449,7343,5295,Liquidado,24938,358,2,2,0,1,1,786,276,0,2025-12-19T19:23:49.274870+00:00,2025-12-19T19:23:49.274870+00:00,1,1,0,0,Clinica,1,0,posterior,0,0.32,NARR-256,Retail,67,2,0,756,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0134,1,sklearn-random-forest-v1
CLM-00158,POL-12669,CUST-1241,VEH-2953,DRV-1011,PROV-147,vehicles,Incendio,fire,web,Ambato,Norte,2015,11,13304,15500,11657,Pago Parcial,31592,596,1,1,1,1,0,613,133,3,2025-12-06T19:23:49.274870+00:00,2025-12-09T19:23:49.274870+00:00,0,1,0,0,Clinica,1,0,posterior,0,0.06,NARR-257,Retail,64,2,0,773,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0045,0,sklearn-random-forest-v1
CLM-00159,POL-12686,CUST-1254,VEH-2982,DRV-1034,PROV-158,vehicles,Incendio,fire,broker,Manta,Austro,2008,18,7115,9118,6392,Reserva,24152,714,2,2,1,0,1,111,41,3,2025-12-13T19:23:49.274870+00:00,2025-12-16T19:23:49.274870+00:00,0,1,0,0,Taller,2,0,posterior,0,0.59,NARR-258,Preferente,52,2,0,829,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1135,11,sklearn-random-forest-v1
CLM-00160,POL-12703,CUST-1267,VEH-3011,DRV-1057,PROV-169,vehicles,Otros danos,other,broker,Guayaquil,Costa,2013,13,11263,10863,9047,Pago Parcial,20628,528,0,1,0,1,1,49,693,1,2026-01-18T19:23:49.274870+00:00,2026-01-19T19:23:49.274870+00:00,1,1,0,0,Asegurado,2,0,normal,0,0.54,NARR-259,Retail,55,1,0,830,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0157,2,sklearn-random-forest-v1
CLM-00161,POL-12720,CUST-406,VEH-707,DRV-300,PROV-24,vehicles,Atencion medica,injury,callcenter,Loja,Norte,2010,16,4278,1934,3169,Liquidado,10322,266,4,4,2,1,0,6,584,4,2026-03-03T19:23:49.274870+00:00,2026-03-07T19:23:49.274870+00:00,1,1,0,1,Taller,6,0,posterior,0,0.75,NARR-4,Pyme,9,2,0,563,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.4098,41,sklearn-random-forest-v1
CLM-00162,POL-12737,CUST-1293,VEH-3069,DRV-1103,PROV-111,vehicles,Vidrios,glass,broker,Loja,Sierra Centro,2016,10,7294,5778,6013,Liquidado,11395,1001,1,1,1,0,0,333,193,1,2026-01-07T19:23:49.274870+00:00,2026-01-08T19:23:49.274870+00:00,1,1,0,0,Clinica,2,0,frontal,0,0.1,NARR-261,Preferente,78,4,0,769,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0075,1,sklearn-random-forest-v1
CLM-00163,POL-12754,CUST-401,VEH-700,DRV-302,PROV-20,vehicles,Atencion medica,injury,callcenter,Quito,Norte,2008,18,20199,12246,0,Reserva,57196,1074,2,6,2,1,1,15,58,11,2025-12-02T19:23:49.274870+00:00,2025-12-13T19:23:49.274870+00:00,1,1,0,0,Clinica,3,0,normal,0,0.93,NARR-0,Preferente,12,2,0,579,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9768,98,sklearn-random-forest-v1
CLM-00164,POL-12771,CUST-1319,VEH-3127,DRV-1149,PROV-133,vehicles,Incendio,fire,web,Manta,Sierra Centro,2016,10,14997,14675,13349,Liquidado,34788,833,1,1,0,0,0,305,594,0,2026-04-08T19:23:49.274870+00:00,2026-04-08T19:23:49.274870+00:00,0,1,0,0,Perito,1,0,normal,0,0.25,NARR-263,Preferente,35,1,0,699,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0065,1,sklearn-random-forest-v1
CLM-00165,POL-12788,CUST-1332,VEH-3156,DRV-1172,PROV-144,vehicles,Vidrios,glass,app,Ambato,Costa,2021,5,10469,13143,8701,Pago Parcial,30015,493,0,2,0,0,0,64,185,3,2026-01-08T19:23:49.274870+00:00,2026-01-11T19:23:49.274870+00:00,0,1,0,0,Perito,0,0,normal,0,0.58,NARR-264,Preferente,38,5,0,628,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0165,2,sklearn-random-forest-v1
CLM-00166,POL-12805,CUST-1345,VEH-3185,DRV-1195,PROV-155,vehicles,Incendio,fire,app,Manta,Costa,2015,11,10809,12652,7551,Reserva,38721,775,1,1,0,1,0,787,248,0,2026-03-01T19:23:49.274870+00:00,2026-03-01T19:23:49.274870+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.5,NARR-265,Pyme,18,4,0,774,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0952,10,sklearn-random-forest-v1
CLM-00167,POL-12822,CUST-1358,VEH-2014,DRV-1218,PROV-166,vehicles,Choque,collision,app,Loja,Costa,2022,4,8060,8148,5349,Pago Parcial,20041,882,1,2,1,1,0,82,448,0,2026-04-25T19:23:49.274870+00:00,2026-04-25T19:23:49.274870+00:00,1,1,0,0,Clinica,0,0,volcadura,0,0.54,NARR-266,Preferente,84,2,0,708,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0267,3,sklearn-random-forest-v1
CLM-00168,POL-12839,CUST-1371,VEH-2043,DRV-1241,PROV-177,vehicles,Vidrios,glass,broker,Quito,Costa,2006,20,5543,5120,4741,Reserva,8381,450,1,2,0,0,1,497,309,0,2026-02-07T19:23:49.274870+00:00,2026-02-07T19:23:49.274870+00:00,0,1,0,0,Asegurado,2,0,volcadura,0,0.19,NARR-267,Preferente,19,2,0,686,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1115,11,sklearn-random-forest-v1
CLM-00169,POL-12856,CUST-400,VEH-706,DRV-303,PROV-20,vehicles,Atencion medica,injury,web,Quito,Austro,2005,21,38615,19838,0,Reserva,99487,1038,2,5,1,4,1,19,670,9,2026-02-28T19:23:49.274870+00:00,2026-03-09T19:23:49.274870+00:00,0,0,1,0,Perito,5,0,normal,0,0.86,NARR-0,Pyme,4,1,0,500,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9819,98,sklearn-random-forest-v1
CLM-00170,POL-12873,CUST-401,VEH-707,DRV-304,PROV-21,vehicles,Atencion medica,injury,web,Cuenca,Austro,2007,19,8942,4902,0,Reserva,18100,696,2,3,3,1,0,44,57,10,2026-02-12T19:23:49.275876+00:00,2026-02-22T19:23:49.275876+00:00,1,0,1,0,Perito,6,1,multiple,0,0.81,NARR-1,Preferente,2,2,0,572,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9604,96,sklearn-random-forest-v1
CLM-00171,POL-12890,CUST-1410,VEH-2130,DRV-1310,PROV-130,vehicles,Responsabilidad Civil,collision,broker,Cuenca,Norte,2008,18,20404,15598,12701,Pago Parcial,59844,969,1,1,0,0,1,110,373,1,2025-12-26T19:23:49.275876+00:00,2025-12-27T19:23:49.275876+00:00,0,1,0,0,Taller,1,0,multiple,0,0.64,NARR-270,Pyme,85,5,0,789,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0243,2,sklearn-random-forest-v1
CLM-00172,POL-12907,CUST-403,VEH-700,DRV-301,PROV-23,vehicles,Robo parcial,theft,broker,Loja,Sierra Centro,2007,19,26685,14564,0,Reserva,87767,1093,2,5,1,3,1,25,634,6,2026-01-23T19:23:49.275876+00:00,2026-01-29T19:23:49.275876+00:00,1,0,1,1,Clinica,5,1,normal,0,0.78,NARR-3,Pyme,5,2,0,589,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9744,97,sklearn-random-forest-v1
CLM-00173,POL-12924,CUST-1436,VEH-2188,DRV-1356,PROV-152,vehicles,Incendio,fire,web,Quito,Austro,2016,10,16836,17596,10136,Liquidado,58346,790,1,1,0,0,1,664,459,0,2026-04-14T19:23:49.275876+00:00,2026-04-14T19:23:49.275876+00:00,0,1,0,0,Clinica,0,0,volcadura,0,0.62,NARR-272,Preferente,36,1,0,697,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0128,1,sklearn-random-forest-v1
CLM-00174,POL-12941,CUST-1449,VEH-2217,DRV-1379,PROV-163,vehicles,Incendio,fire,broker,Guayaquil,Costa,2012,14,4925,6459,4267,Liquidado,10568,634,0,0,0,0,1,262,435,2,2026-03-05T19:23:49.275876+00:00,2026-03-07T19:23:49.275876+00:00,0,1,0,0,Asegurado,0,0,multiple,0,0.14,NARR-273,Retail,50,5,0,823,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0136,1,sklearn-random-forest-v1
CLM-00175,POL-12958,CUST-1462,VEH-2246,DRV-1402,PROV-174,vehicles,Vidrios,glass,broker,Guayaquil,Costa,2019,7,957,912,834,Reserva,2863,603,2,2,0,0,1,94,129,3,2025-12-09T19:23:49.275876+00:00,2025-12-12T19:23:49.275876+00:00,0,1,0,0,Taller,0,0,posterior,0,0.36,NARR-274,Preferente,31,2,0,659,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0924,9,sklearn-random-forest-v1
CLM-00176,POL-12975,CUST-1475,VEH-2275,DRV-1425,PROV-105,vehicles,Vidrios,glass,broker,Ambato,Norte,2019,7,13266,14578,11638,Pago Parcial,41489,365,2,2,0,1,0,411,466,1,2026-02-22T19:23:49.275876+00:00,2026-02-23T19:23:49.275876+00:00,0,1,0,0,Perito,2,0,posterior,0,0.62,NARR-275,Pyme,37,3,0,800,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.013,1,sklearn-random-forest-v1
CLM-00177,POL-12992,CUST-1488,VEH-2304,DRV-1448,PROV-116,vehicles,Otros danos,other,app,Cuenca,Sierra Centro,2020,6,11631,10470,6541,Pago Parcial,23167,783,2,2,1,0,1,120,639,0,2025-12-24T19:23:49.275876+00:00,2025-12-24T19:23:49.275876+00:00,1,1,0,0,Taller,0,0,volcadura,0,0.26,NARR-276,Preferente,25,4,0,838,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0216,2,sklearn-random-forest-v1
CLM-00178,POL-13009,CUST-1501,VEH-2333,DRV-1471,PROV-127,vehicles,Vidrios,glass,web,Guayaquil,Austro,2009,17,18354,14619,14579,Reserva,65187,983,2,2,1,0,1,655,273,2,2026-05-13T19:23:49.275876+00:00,2026-05-15T19:23:49.275876+00:00,0,1,0,0,Perito,1,0,frontal,0,0.07,NARR-277,Pyme,43,2,0,822,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1126,11,sklearn-random-forest-v1
CLM-00179,POL-13026,CUST-1514,VEH-2362,DRV-1494,PROV-138,vehicles,Choque,collision,web,Guayaquil,Norte,2017,9,13981,11631,0,Reserva,31261,591,1,1,1,0,1,45,544,0,2026-02-09T19:23:49.275876+00:00,2026-02-09T19:23:49.275876+00:00,0,1,0,0,Clinica,0,0,posterior,0,0.29,NARR-278,Retail,26,4,0,760,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.7188,72,sklearn-random-forest-v1
CLM-00180,POL-13043,CUST-1527,VEH-2391,DRV-1517,PROV-149,vehicles,Dano propio,collision,web,Guayaquil,Costa,2014,12,13310,15876,9293,Pago Parcial,35186,773,0,2,0,1,0,663,623,2,2026-01-19T19:23:49.275876+00:00,2026-01-21T19:23:49.275876+00:00,0,1,0,0,Perito,0,0,multiple,0,0.48,NARR-279,Retail,43,2,0,822,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0093,1,sklearn-random-forest-v1
CLM-00181,POL-13060,CUST-405,VEH-700,DRV-300,PROV-20,vehicles,Atencion medica,injury,callcenter,Manta,Sierra Centro,2009,17,20835,14173,0,Reserva,55756,686,3,6,2,2,0,11,115,4,2026-01-02T19:23:49.275876+00:00,2026-01-06T19:23:49.275876+00:00,0,1,0,1,Clinica,4,0,multiple,0,0.86,NARR-0,Preferente,15,2,0,584,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9805,98,sklearn-random-forest-v1
CLM-00182,POL-13077,CUST-1553,VEH-2449,DRV-1563,PROV-171,vehicles,Vidrios,glass,broker,Guayaquil,Austro,2025,1,7657,7215,6711,Liquidado,15259,259,1,1,1,0,1,639,121,2,2026-02-11T19:23:49.275876+00:00,2026-02-13T19:23:49.275876+00:00,0,1,0,0,Perito,2,0,frontal,0,0.17,NARR-281,Pyme,72,4,0,626,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0239,2,sklearn-random-forest-v1
CLM-00183,POL-13094,CUST-400,VEH-702,DRV-302,PROV-22,vehicles,Robo total,theft,callcenter,Manta,Costa,2006,20,28812,18909,0,Reserva,94884,720,5,6,1,3,0,6,648,11,2026-05-27T19:23:49.275876+00:00,2026-06-07T19:23:49.275876+00:00,1,1,0,0,Clinica,3,0,volcadura,0,0.84,NARR-2,Pyme,11,2,0,489,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9902,99,sklearn-random-forest-v1
CLM-00184,POL-13111,CUST-401,VEH-703,DRV-303,PROV-23,vehicles,Robo parcial,theft,broker,Quito,Austro,2010,16,15127,9204,0,Reserva,36988,745,4,4,3,3,1,36,673,7,2025-12-20T19:23:49.275876+00:00,2025-12-27T19:23:49.275876+00:00,1,1,0,0,Perito,5,0,posterior,0,0.78,NARR-3,Preferente,11,1,0,533,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9446,94,sklearn-random-forest-v1
CLM-00185,POL-13128,CUST-1592,VEH-2536,DRV-1632,PROV-124,vehicles,Incendio,fire,app,Guayaquil,Norte,2012,14,9280,9288,7621,Pago Parcial,23473,638,0,2,1,0,0,316,328,1,2026-02-22T19:23:49.275876+00:00,2026-02-23T19:23:49.275876+00:00,0,1,0,0,Perito,2,0,multiple,0,0.49,NARR-284,Preferente,31,3,0,722,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0032,0,sklearn-random-forest-v1
CLM-00186,POL-13145,CUST-1605,VEH-2565,DRV-1655,PROV-135,vehicles,Otros danos,other,app,Manta,Sierra Centro,2013,13,15906,14826,0,Reserva,16065,420,2,2,0,1,1,64,4,2,2026-02-24T19:23:49.275876+00:00,2026-02-26T19:23:49.275876+00:00,1,1,0,1,Asegurado,2,1,illogical,0,0.61,NARR-285,Pyme,78,4,0,674,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9366,94,sklearn-random-forest-v1
CLM-00187,POL-13162,CUST-1618,VEH-2594,DRV-1678,PROV-146,vehicles,Dano propio,collision,web,Quito,Norte,2007,19,3526,4462,2208,Liquidado,11647,1090,1,1,1,0,0,651,65,1,2026-03-20T19:23:49.275876+00:00,2026-03-21T19:23:49.275876+00:00,0,1,0,0,Perito,2,0,posterior,0,0.2,NARR-286,Preferente,38,5,0,679,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0161,2,sklearn-random-forest-v1
CLM-00188,POL-13179,CUST-1631,VEH-2623,DRV-1701,PROV-157,vehicles,Incendio,fire,app,Guayaquil,Norte,2022,4,10524,10135,6140,Liquidado,19255,1012,1,1,0,1,1,98,158,1,2026-04-04T19:23:49.276384+00:00,2026-04-05T19:23:49.276384+00:00,0,1,0,0,Clinica,0,0,frontal,0,0.14,NARR-287,Pyme,63,2,0,707,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0073,1,sklearn-random-forest-v1
CLM-00189,POL-13196,CUST-1644,VEH-2652,DRV-1724,PROV-168,vehicles,Choque,collision,web,Manta,Norte,2015,11,3337,4130,2651,Reserva,12564,929,1,1,1,0,1,133,203,1,2026-02-10T19:23:49.276384+00:00,2026-02-11T19:23:49.276384+00:00,0,1,0,0,Taller,2,0,volcadura,0,0.11,NARR-288,Pyme,62,1,0,773,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0801,8,sklearn-random-forest-v1
CLM-00190,POL-13213,CUST-400,VEH-700,DRV-304,PROV-23,vehicles,Robo total,theft,callcenter,Manta,Costa,2008,18,23227,15023,0,Reserva,60210,440,2,3,3,3,0,6,96,8,2026-02-19T19:23:49.276384+00:00,2026-02-27T19:23:49.276384+00:00,1,0,1,0,Taller,4,0,posterior,0,0.78,NARR-3,Retail,3,2,0,582,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9788,98,sklearn-random-forest-v1
CLM-00191,POL-13230,CUST-1670,VEH-2710,DRV-1770,PROV-110,vehicles,Choque,collision,app,Cuenca,Costa,2023,3,2732,3306,0,Reserva,6294,871,2,2,1,0,0,570,525,3,2026-02-13T19:23:49.276384+00:00,2026-02-16T19:23:49.276384+00:00,1,1,0,0,Clinica,0,0,multiple,0,0.45,NARR-290,Pyme,62,5,0,628,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.7107,71,sklearn-random-forest-v1
CLM-00192,POL-13247,CUST-1683,VEH-2739,DRV-1793,PROV-121,vehicles,Responsabilidad Civil,collision,web,Quito,Costa,2008,18,8678,7029,0,Reserva,8764,659,0,0,1,1,1,625,10,2,2026-03-06T19:23:49.276384+00:00,2026-03-08T19:23:49.276384+00:00,0,1,0,1,Clinica,1,1,illogical,0,0.66,NARR-291,Pyme,46,2,0,793,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9472,95,sklearn-random-forest-v1
CLM-00193,POL-13264,CUST-1696,VEH-2768,DRV-1816,PROV-132,vehicles,Otros danos,other,app,Ambato,Austro,2013,13,2951,2435,1876,Reserva,8993,805,1,1,0,1,0,294,178,3,2025-12-24T19:23:49.276384+00:00,2025-12-27T19:23:49.276384+00:00,0,1,0,0,Perito,0,0,multiple,0,0.44,NARR-292,Pyme,63,2,0,652,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.06,6,sklearn-random-forest-v1
CLM-00194,POL-13281,CUST-1709,VEH-2797,DRV-1839,PROV-143,vehicles,Vidrios,glass,app,Manta,Costa,2016,10,14175,18895,11752,Liquidado,51249,760,0,2,1,0,1,278,235,0,2026-02-25T19:23:49.276384+00:00,2026-02-25T19:23:49.276384+00:00,0,1,0,0,Clinica,0,0,normal,0,0.07,NARR-293,Pyme,80,3,0,769,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0215,2,sklearn-random-forest-v1
CLM-00195,POL-13298,CUST-1722,VEH-2826,DRV-1862,PROV-154,vehicles,Otros danos,other,app,Manta,Norte,2018,8,5432,5076,4575,Liquidado,11605,1090,0,2,0,1,1,573,396,1,2026-04-14T19:23:49.276384+00:00,2026-04-15T19:23:49.276384+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.07,NARR-294,Pyme,26,1,0,689,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0172,2,sklearn-random-forest-v1
CLM-00196,POL-13315,CUST-1735,VEH-2855,DRV-1885,PROV-165,vehicles,Otros danos,other,web,Manta,Sierra Centro,2011,15,18759,16582,11282,Reserva,51004,282,1,1,1,1,0,598,298,2,2026-05-25T19:23:49.276384+00:00,2026-05-27T19:23:49.276384+00:00,0,1,0,0,Clinica,1,0,multiple,0,0.18,NARR-295,Retail,55,1,0,783,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0491,5,sklearn-random-forest-v1
CLM-00197,POL-13332,CUST-400,VEH-707,DRV-301,PROV-24,vehicles,Robo parcial,theft,callcenter,Guayaquil,Austro,2009,17,7277,4191,0,Reserva,7349,833,4,4,3,2,0,45,1,10,2026-03-16T19:23:49.276384+00:00,2026-03-26T19:23:49.276384+00:00,1,0,1,1,Asegurado,8,1,illogical,0,0.82,NARR-4,Retail,14,2,0,545,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9672,97,sklearn-random-forest-v1
CLM-00198,POL-13349,CUST-1761,VEH-2913,DRV-1031,PROV-107,vehicles,Dano propio,collision,broker,Ambato,Costa,2025,1,2231,2267,1846,Pago Parcial,3864,315,2,2,0,1,1,467,182,1,2025-12-15T19:23:49.276384+00:00,2025-12-16T19:23:49.276384+00:00,0,1,0,0,Asegurado,1,0,frontal,0,0.55,NARR-297,Retail,64,3,0,713,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0136,1,sklearn-random-forest-v1
CLM-00199,POL-13366,CUST-402,VEH-700,DRV-303,PROV-20,vehicles,Robo parcial,theft,callcenter,Quito,Austro,2007,19,17407,11772,0,Reserva,44373,913,2,3,2,1,1,26,460,4,2026-04-12T19:23:49.276384+00:00,2026-04-16T19:23:49.276384+00:00,1,0,1,1,Asegurado,9,0,volcadura,0,0.95,NARR-0,Retail,12,1,0,587,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9819,98,sklearn-random-forest-v1
CLM-00200,POL-13383,CUST-403,VEH-701,DRV-304,PROV-21,vehicles,Dano propio,collision,callcenter,Loja,Sierra Centro,2003,23,37765,15835,0,Reserva,121860,801,5,6,4,1,0,9,124,10,2026-04-13T19:23:49.276384+00:00,2026-04-23T19:23:49.276384+00:00,1,0,1,0,Clinica,5,1,normal,0,0.91,NARR-1,Retail,15,1,0,537,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9797,98,sklearn-random-forest-v1
CLM-00201,POL-13400,CUST-1800,VEH-3000,DRV-1100,PROV-140,vehicles,Choque,collision,web,Ambato,Norte,2013,13,26148,20048,21005,Pago Parcial,48040,983,2,2,0,0,0,380,191,3,2026-04-30T19:23:49.276384+00:00,2026-05-03T19:23:49.276384+00:00,0,1,0,0,Perito,1,0,posterior,0,0.3,NARR-300,Pyme,82,3,0,803,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0313,3,sklearn-random-forest-v1
CLM-00202,POL-13417,CUST-405,VEH-703,DRV-301,PROV-23,vehicles,Atencion medica,injury,broker,Guayaquil,Costa,2009,17,22717,12221,0,Reserva,41831,869,2,6,3,3,0,29,221,2,2026-05-14T19:23:49.276384+00:00,2026-05-16T19:23:49.276384+00:00,1,1,0,1,Taller,5,0,normal,0,0.88,NARR-3,Preferente,11,1,0,494,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9772,98,sklearn-random-forest-v1
CLM-00203,POL-13434,CUST-1826,VEH-3058,DRV-1146,PROV-162,vehicles,Incendio,fire,app,Cuenca,Norte,2019,7,16162,14846,11338,Reserva,60282,263,2,2,1,1,1,722,622,2,2026-04-23T19:23:49.276384+00:00,2026-04-25T19:23:49.276384+00:00,0,1,0,0,Perito,0,0,volcadura,0,0.21,NARR-302,Preferente,79,5,0,746,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0806,8,sklearn-random-forest-v1
CLM-00204,POL-13451,CUST-1839,VEH-3087,DRV-1169,PROV-173,vehicles,Dano propio,collision,broker,Loja,Norte,2008,18,7753,6219,4280,Reserva,16215,690,0,1,0,1,1,763,249,1,2026-05-10T19:23:49.276384+00:00,2026-05-11T19:23:49.276384+00:00,0,1,0,0,Clinica,2,0,posterior,0,0.66,NARR-303,Retail,70,5,0,742,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0987,10,sklearn-random-forest-v1
CLM-00205,POL-13468,CUST-1852,VEH-3116,DRV-1192,PROV-104,vehicles,Choque,collision,web,Cuenca,Austro,2021,5,22867,20678,13186,Liquidado,82475,446,2,2,1,1,0,338,400,2,2026-03-05T19:23:49.276384+00:00,2026-03-07T19:23:49.276384+00:00,0,1,0,0,Perito,2,0,volcadura,0,0.06,NARR-304,Retail,40,3,0,662,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0583,6,sklearn-random-forest-v1
